customer_author,customer_text,company_author,company_reply,customer_clean,company_clean,thread_text
138481,"@116136 @comcastcares Your call center told me a brand new SB8200 modem was old and they were having trouble setting it up. It's online but the speeds at topping out at 30Mbps and I have Blast, which normally sees 180-200Mbps.",comcastcares,"@138481 Hi, I would be happy to help look into the internet speeds. Can you please send me a DM with your account number or phone number so I can assist you? -CLR","Your call center told me a brand new SB8200 modem was old and they were having trouble setting it up. It's online but the speeds at topping out at 30Mbps and I have Blast, which normally sees 180-200Mbps.","Hi, I would be happy to help look into the internet speeds. Can you please send me a DM with your account number or phone number so I can assist you? -CLR","Your call center told me a brand new SB8200 modem was old and they were having trouble setting it up. It's online but the speeds at topping out at 30Mbps and I have Blast, which normally sees 180-200Mbps. | Hi, I would be happy to help look into the internet speeds. Can you please send me a DM with your account number or phone number so I can assist you? -CLR"
138482,@comcastcares bill recently doubled and speed was cut in half? How can you help?,comcastcares,"@138482 I am sorry to hear that! Please send me a DM with your account number, address, and full name. I will be happy to help you! Thanks! - RO",bill recently doubled and speed was cut in half? How can you help?,"I am sorry to hear that! Please send me a DM with your account number, address, and full name. I will be happy to help you! Thanks! - RO","bill recently doubled and speed was cut in half? How can you help? | I am sorry to hear that! Please send me a DM with your account number, address, and full name. I will be happy to help you! Thanks! - RO"
139030,I cannot believe @116136 ! I put in an emergency ticket on Tuesday &amp; nothing has happened. @comcastcares ??,comcastcares,@139030 Hi Sam. I can help get that ticket addressed. Can you DM us that ticket information along with your account information please? -ZL,I cannot believe ! I put in an emergency ticket on Tuesday &amp; nothing has happened. ??,Hi Sam. I can help get that ticket addressed. Can you DM us that ticket information along with your account information please? -ZL,I cannot believe ! I put in an emergency ticket on Tuesday &amp; nothing has happened. ?? | Hi Sam. I can help get that ticket addressed. Can you DM us that ticket information along with your account information please? -ZL
139031,@139032 @116136 Then why does #Comcast go out of their way to ensure people do not have affordable access?,comcastcares,@139031 I would be happy to look into services with you and we are here to help. Please send us a DM if you would like to proceed. - GW,Then why does go out of their way to ensure people do not have affordable access?,I would be happy to look into services with you and we are here to help. Please send us a DM if you would like to proceed. - GW,Then why does go out of their way to ensure people do not have affordable access? | I would be happy to look into services with you and we are here to help. Please send us a DM if you would like to proceed. - GW
139033,@116136. Thanks for changing up my channel lineup in Sherwood AR and adding shopping channels in between each of my local channels....said no one! #nothappy,comcastcares,"@139033 Hi Michael. I apologize for any inconvenience caused by the change in your lineup, and I will be happy to provide your feedback to our leadership team. I also encourage you to provide your feedback through our Customer Feedback Form: https://t.co/v9Iox1KLqj - Noah",. Thanks for changing up my channel lineup in Sherwood AR and adding shopping channels in between each of my local channels....said no one!,"Hi Michael. I apologize for any inconvenience caused by the change in your lineup, and I will be happy to provide your feedback to our leadership team. I also encourage you to provide your feedback through our Customer Feedback Form: - Noah",". Thanks for changing up my channel lineup in Sherwood AR and adding shopping channels in between each of my local channels....said no one! | Hi Michael. I apologize for any inconvenience caused by the change in your lineup, and I will be happy to provide your feedback to our leadership team. I also encourage you to provide your feedback through our Customer Feedback Form: - Noah"
139034,"@ComcastCares
#mobile_Care been trying to pay my bill online since yesterday. App and website are not working. I spoke to customer service via chat yesterday and Irene said it would be fixed. I don’t want to be charged a late fee for your website issues.",comcastcares,"@139034 Hello, Andrea, I would be happy to look further into this for you if you would provide your full address and the account associated phone number in a DM. -JW",been trying to pay my bill online since yesterday. App and website are not working. I spoke to customer service via chat yesterday and Irene said it would be fixed. I don’t want to be charged a late fee for your website issues.,"Hello, Andrea, I would be happy to look further into this for you if you would provide your full address and the account associated phone number in a DM. -JW","been trying to pay my bill online since yesterday. App and website are not working. I spoke to customer service via chat yesterday and Irene said it would be fixed. I don’t want to be charged a late fee for your website issues. | Hello, Andrea, I would be happy to look further into this for you if you would provide your full address and the account associated phone number in a DM. -JW"
139035,"@comcastcares There appear to be significant issues with your DNS in Burlington, VT - are you aware?",comcastcares,"@139035 Hey there, I would like to look into this. May you please Dm me your full service address? -Rox","There appear to be significant issues with your DNS in Burlington, VT - are you aware?","Hey there, I would like to look into this. May you please Dm me your full service address? -Rox","There appear to be significant issues with your DNS in Burlington, VT - are you aware? | Hey there, I would like to look into this. May you please Dm me your full service address? -Rox"
139036,@116136 Have a billing question. Can you help?,comcastcares,@139036 I would be happy to assist you with any billing questions that you have. Would you mind sending me a DM with your question? -JW,Have a billing question. Can you help?,I would be happy to assist you with any billing questions that you have. Would you mind sending me a DM with your question? -JW,Have a billing question. Can you help? | I would be happy to assist you with any billing questions that you have. Would you mind sending me a DM with your question? -JW
139037,"@115900 Why do people keep calling me after I cancelled my service? Third call in a week now. I moved and switched service, please stop calling.",comcastcares,@139037 Hey there! I can definitely assist you with this. May you please Dm me so we may speak some more? -Rox,"Why do people keep calling me after I cancelled my service? Third call in a week now. I moved and switched service, please stop calling.",Hey there! I can definitely assist you with this. May you please Dm me so we may speak some more? -Rox,"Why do people keep calling me after I cancelled my service? Third call in a week now. I moved and switched service, please stop calling. | Hey there! I can definitely assist you with this. May you please Dm me so we may speak some more? -Rox"
139038,"@comcastcares 2 days nothing but silence, when will I be able to get a working wireless box or is it time to get new provider? CR747493513",comcastcares,"@139038 Hello there, I would like to look into this. May you please Dm me your account number? -Rox","2 days nothing but silence, when will I be able to get a working wireless box or is it time to get new provider? CR747493513","Hello there, I would like to look into this. May you please Dm me your account number? -Rox","2 days nothing but silence, when will I be able to get a working wireless box or is it time to get new provider? CR747493513 | Hello there, I would like to look into this. May you please Dm me your account number? -Rox"
139039,@comcastcares I'm having Internet issues says my wifi is connected but no internet,comcastcares,@139039 I'd really like to see what's going on with your internet. Would you please DM the full service address and phone number? -JN,I'm having Internet issues says my wifi is connected but no internet,I'd really like to see what's going on with your internet. Would you please DM the full service address and phone number? -JN,I'm having Internet issues says my wifi is connected but no internet | I'd really like to see what's going on with your internet. Would you please DM the full service address and phone number? -JN
139040,"I love when @115900 tells me I can't receive my ""rewards card"" because I UPGRADED (causing me to pay more) my service within the 3 months and I should have known that that would have caused my ""rewards card"" to get canceled. Just when I thought Xfinity was better than at&amp;t.",comcastcares,"@139040 Hi Krystal, thanks for reaching out and providing this feedback. This is not the experience we want for you. I'd like to investigate your Rewards Card concerns further. To get started, please DM me your account info. Thanks again. -JRW","I love when tells me I can't receive my ""rewards card"" because I UPGRADED (causing me to pay more) my service within the 3 months and I should have known that that would have caused my ""rewards card"" to get canceled. Just when I thought Xfinity was better than at&amp;t.","Hi Krystal, thanks for reaching out and providing this feedback. This is not the experience we want for you. I'd like to investigate your Rewards Card concerns further. To get started, please DM me your account info. Thanks again. -JRW","I love when tells me I can't receive my ""rewards card"" because I UPGRADED (causing me to pay more) my service within the 3 months and I should have known that that would have caused my ""rewards card"" to get canceled. Just when I thought Xfinity was better than at&amp;t. | Hi Krystal, thanks for reaching out and providing this feedback. This is not the experience we want for you. I'd like to investigate your Rewards Card concerns further. To get started, please DM me your account info. Thanks again. -JRW"
139041,"Me: please stop calling me, I have already told you I am not interested.

Comcast: sorry, sir, we will add you to the do not call list. You will though recieve one more call.

Me: Huh?

Comcast: we do this in case people are accidentally added to the do not call list.

Me: Uh...",comcastcares,"@139041 Hello, if for any reason you continue to receive calls please visit https://t.co/9hefKyNNEo and you can enter your info there to be added. - Matt","Me: please stop calling me, I have already told you I am not interested. Comcast: sorry, sir, we will add you to the do not call list. You will though recieve one more call. Me: Huh? Comcast: we do this in case people are accidentally added to the do not call list. Me: Uh...","Hello, if for any reason you continue to receive calls please visit and you can enter your info there to be added. - Matt","Me: please stop calling me, I have already told you I am not interested. Comcast: sorry, sir, we will add you to the do not call list. You will though recieve one more call. Me: Huh? Comcast: we do this in case people are accidentally added to the do not call list. Me: Uh... | Hello, if for any reason you continue to receive calls please visit and you can enter your info there to be added. - Matt"
139043,"Hey, @comcastcares why is your website redirecting me to spam Walmart gift card websites while trying to log in to my account? Definitely not paying the bill online anymore!",comcastcares,"@139043 That's odd and I'd like to look into the redirect. Please DM your full name, address, &amp; phone/acct#. -GT","Hey, why is your website redirecting me to spam Walmart gift card websites while trying to log in to my account? Definitely not paying the bill online anymore!","That's odd and I'd like to look into the redirect. Please DM your full name, address, &amp; phone/acct#. -GT","Hey, why is your website redirecting me to spam Walmart gift card websites while trying to log in to my account? Definitely not paying the bill online anymore! | That's odd and I'd like to look into the redirect. Please DM your full name, address, &amp; phone/acct#. -GT"
139044,"@116136 that was great customer service. Single mom's $2000 worth of movies bought from you, couldn't access them due to quitting service, and you still stuck with it to make sure I could get to my movies. Good work!",comcastcares,@139044 Glad to hear that you had such an outstanding experience &amp; we could help you get that sorted out! If you need anything else in the future please feel free to reach back out to us. -AMD,"that was great customer service. Single mom's $2000 worth of movies bought from you, couldn't access them due to quitting service, and you still stuck with it to make sure I could get to my movies. Good work!",Glad to hear that you had such an outstanding experience &amp; we could help you get that sorted out! If you need anything else in the future please feel free to reach back out to us. -AMD,"that was great customer service. Single mom's $2000 worth of movies bought from you, couldn't access them due to quitting service, and you still stuck with it to make sure I could get to my movies. Good work! | Glad to hear that you had such an outstanding experience &amp; we could help you get that sorted out! If you need anything else in the future please feel free to reach back out to us. -AMD"
139046,@115900 Please allow us to block callers on your website.  Nomorobo is a huge pain.  It should be very easy to program online on your site.  It's 2017.,comcastcares,"@139046 Hey there, I would like to look into this. May you please Dm me your account number? -Rox",Please allow us to block callers on your website. Nomorobo is a huge pain. It should be very easy to program online on your site. It's 2017.,"Hey there, I would like to look into this. May you please Dm me your account number? -Rox","Please allow us to block callers on your website. Nomorobo is a huge pain. It should be very easy to program online on your site. It's 2017. | Hey there, I would like to look into this. May you please Dm me your account number? -Rox"
139047,@115900 has the absolute worst customer service ever.,comcastcares,@139047 I would like to provide a better experience for you. Can you DM your account phone number and address? -TJS,has the absolute worst customer service ever.,I would like to provide a better experience for you. Can you DM your account phone number and address? -TJS,has the absolute worst customer service ever. | I would like to provide a better experience for you. Can you DM your account phone number and address? -TJS
139048,"@ComcastCares: #mobile_Care
You guys must be calculating data incorrectly. There is no way I used 1 TB in a month. What is going on?",comcastcares,@139048 Good afternoon. Can you send me a DM with some more details about your data issues? -RR,: You guys must be calculating data incorrectly. There is no way I used 1 TB in a month. What is going on?,Good afternoon. Can you send me a DM with some more details about your data issues? -RR,: You guys must be calculating data incorrectly. There is no way I used 1 TB in a month. What is going on? | Good afternoon. Can you send me a DM with some more details about your data issues? -RR
139049,@116136 @comcastcares If you have problems with #Comcast Call CEO Brian Roberts &amp; President Dave Watson at 1-215-286-8960 or Customer Service (Good Luck) 1-800-934-6489 #Comcast,comcastcares,"@139049 I would like to assist with the install. Please DM your full name, service address, &amp; phone/acct#. -GT",If you have problems with Call CEO Brian Roberts &amp; President Dave Watson at 1-215-286-8960 or Customer Service (Good Luck) 1-800-934-6489,"I would like to assist with the install. Please DM your full name, service address, &amp; phone/acct#. -GT","If you have problems with Call CEO Brian Roberts &amp; President Dave Watson at 1-215-286-8960 or Customer Service (Good Luck) 1-800-934-6489 | I would like to assist with the install. Please DM your full name, service address, &amp; phone/acct#. -GT"
139050,I hate @116136! U won't let me download @115940 but u don't post shows up until I've had a full day of every1 spoiling them for me.,comcastcares,"@139050 Hey there, I would like to look into any issues you may be having. May you please Dm me your account number? -Rox",I hate ! U won't let me download but u don't post shows up until I've had a full day of every1 spoiling them for me.,"Hey there, I would like to look into any issues you may be having. May you please Dm me your account number? -Rox","I hate ! U won't let me download but u don't post shows up until I've had a full day of every1 spoiling them for me. | Hey there, I would like to look into any issues you may be having. May you please Dm me your account number? -Rox"
139051,@comcastcares Hi; it turned out to be a neighborhood problem and it’s fixed now. Thanks for following up!,comcastcares,@139051 No problem! Always here to help!,Hi; it turned out to be a neighborhood problem and it’s fixed now. Thanks for following up!,No problem! Always here to help!,Hi; it turned out to be a neighborhood problem and it’s fixed now. Thanks for following up! | No problem! Always here to help!
139051,@139052 @116136 HA HA YOU SO FUNNY JEFFREY 😄😄😄,comcastcares,@139051 I can help you with your TV service. Can you DM your account phone number and address? -TJS,HA HA YOU SO FUNNY JEFFREY 😄😄😄,I can help you with your TV service. Can you DM your account phone number and address? -TJS,HA HA YOU SO FUNNY JEFFREY 😄😄😄 | I can help you with your TV service. Can you DM your account phone number and address? -TJS
132260,@139053 Comcast tech support follows me on twitter now so that's fun.,comcastcares,"@132260 I'd like to look into the internet issues you mentioned earlier. Please DM your full name, service address, &amp; phone/acct#. -GT",Comcast tech support follows me on twitter now so that's fun.,"I'd like to look into the internet issues you mentioned earlier. Please DM your full name, service address, &amp; phone/acct#. -GT","Comcast tech support follows me on twitter now so that's fun. | I'd like to look into the internet issues you mentioned earlier. Please DM your full name, service address, &amp; phone/acct#. -GT"
139031,"@139054 @116136 @139055 @116136 @139055 really? Comcast is a horrible company, treats its customers like garbage, can't imagine they treat their employees any better, especially the #LGBT community!",comcastcares,@139031 I am sorry you feel this way and would like to turn this around for you. Please reach out if you need us. - GW,"really? Comcast is a horrible company, treats its customers like garbage, can't imagine they treat their employees any better, especially the community!",I am sorry you feel this way and would like to turn this around for you. Please reach out if you need us. - GW,"really? Comcast is a horrible company, treats its customers like garbage, can't imagine they treat their employees any better, especially the community! | I am sorry you feel this way and would like to turn this around for you. Please reach out if you need us. - GW"
139056,"@116136 “On Demand” is ridiculous w/ commercials. I can rewind what I just watched but, fast forward is still diabled cause were forced to watch the commercials again. Nobody has time for it. Ughh",comcastcares,"@139056 Hey, there. On Demand content is provided by the network. Availability, pricing, and features are subject to their discretion.​ -SG","“On Demand” is ridiculous w/ commercials. I can rewind what I just watched but, fast forward is still diabled cause were forced to watch the commercials again. Nobody has time for it. Ughh","Hey, there. On Demand content is provided by the network. Availability, pricing, and features are subject to their discretion.​ -SG","“On Demand” is ridiculous w/ commercials. I can rewind what I just watched but, fast forward is still diabled cause were forced to watch the commercials again. Nobody has time for it. Ughh | Hey, there. On Demand content is provided by the network. Availability, pricing, and features are subject to their discretion.​ -SG"
139057,"@ComcastCares
#mobile_Care I paid my bill Nov 20 and it shows I still owe for November",comcastcares,@139057 Hi Keri. I'll check on my end to see what happened with your bill. Can you send me a DM with your account info? -RR,I paid my bill Nov 20 and it shows I still owe for November,Hi Keri. I'll check on my end to see what happened with your bill. Can you send me a DM with your account info? -RR,I paid my bill Nov 20 and it shows I still owe for November | Hi Keri. I'll check on my end to see what happened with your bill. Can you send me a DM with your account info? -RR
139058,"@ComcastCares
#mobile_Care
Since they replaced my lines. I have experienced several outages a week. The modem is getting no signal. Then restarts",comcastcares,@139058 Good afternoon. Please send me a DM with your account information and I will look into why your internet service is having issues. -RR,Since they replaced my lines. I have experienced several outages a week. The modem is getting no signal. Then restarts,Good afternoon. Please send me a DM with your account information and I will look into why your internet service is having issues. -RR,Since they replaced my lines. I have experienced several outages a week. The modem is getting no signal. Then restarts | Good afternoon. Please send me a DM with your account information and I will look into why your internet service is having issues. -RR
139059,@comcastcares Can some please help. I’ve been waiting for internet since Sunday. Numberous calls and on hold forever all week. Please help,comcastcares,@139059 That's definitely not the experience we want you to have. If you're still having issues plz DM me your acc# or phone# on the acct. -AMD,Can some please help. I’ve been waiting for internet since Sunday. Numberous calls and on hold forever all week. Please help,That's definitely not the experience we want you to have. If you're still having issues plz DM me your acc# or phone# on the acct. -AMD,Can some please help. I’ve been waiting for internet since Sunday. Numberous calls and on hold forever all week. Please help | That's definitely not the experience we want you to have. If you're still having issues plz DM me your acc# or phone# on the acct. -AMD
139060,@comcastcares my xfinity has been out for 2 days now with no end in sight and no update of time it will be fixed. Can you help????,comcastcares,@139060 I would be happy to look further into your service issues if you would provide your full address and the account associated phone number in a DM. -JW,my xfinity has been out for 2 days now with no end in sight and no update of time it will be fixed. Can you help????,I would be happy to look further into your service issues if you would provide your full address and the account associated phone number in a DM. -JW,my xfinity has been out for 2 days now with no end in sight and no update of time it will be fixed. Can you help???? | I would be happy to look further into your service issues if you would provide your full address and the account associated phone number in a DM. -JW
139061,@115900 @comcastcares @4795 Extreme overage charges after hurricane. Wouldn’t reach overage even with 2 people streaming netflix nonstop 24/7. Customer service CONTINUES to be the worse. No adjustment at all after 3 hrs on phone!,comcastcares,"@139061 Let me look into that for you, that doesn't sound pleasant at all. Could you Dm me your phone number and address?-JG",Extreme overage charges after hurricane. Wouldn’t reach overage even with 2 people streaming netflix nonstop 24/7. Customer service CONTINUES to be the worse. No adjustment at all after 3 hrs on phone!,"Let me look into that for you, that doesn't sound pleasant at all. Could you Dm me your phone number and address?-JG","Extreme overage charges after hurricane. Wouldn’t reach overage even with 2 people streaming netflix nonstop 24/7. Customer service CONTINUES to be the worse. No adjustment at all after 3 hrs on phone! | Let me look into that for you, that doesn't sound pleasant at all. Could you Dm me your phone number and address?-JG"
139062,@comcastcares Had Comcast internet/phone installed 11/1/2017 Modem randomly reset several times. Tech came out and switched out for newest model Tuesday and has reset several time now. I'm frustrated this never happened with Frontier. What to do?,comcastcares,@139062 This is not what we want to happen. I would be happy to look into this with you. Please send a DM with your address and phone number so we can get started. - GW,Had Comcast internet/phone installed 11/1/2017 Modem randomly reset several times. Tech came out and switched out for newest model Tuesday and has reset several time now. I'm frustrated this never happened with Frontier. What to do?,This is not what we want to happen. I would be happy to look into this with you. Please send a DM with your address and phone number so we can get started. - GW,Had Comcast internet/phone installed 11/1/2017 Modem randomly reset several times. Tech came out and switched out for newest model Tuesday and has reset several time now. I'm frustrated this never happened with Frontier. What to do? | This is not what we want to happen. I would be happy to look into this with you. Please send a DM with your address and phone number so we can get started. - GW
139063,.@comcastcares why can’t I set a recording from my phone app anymore?,comcastcares,"@139063 That functionality has been removed from our apps. If you’re away from your DVR box and cannot schedule a recording and miss a show, check to see if it’s available on XFINITY On Demand! We apologize for the inconvenience. -SG",. why can’t I set a recording from my phone app anymore?,"That functionality has been removed from our apps. If you’re away from your DVR box and cannot schedule a recording and miss a show, check to see if it’s available on XFINITY On Demand! We apologize for the inconvenience. -SG",". why can’t I set a recording from my phone app anymore? | That functionality has been removed from our apps. If you’re away from your DVR box and cannot schedule a recording and miss a show, check to see if it’s available on XFINITY On Demand! We apologize for the inconvenience. -SG"
139064,@comcastcares We are back up- thanks 👍🏻,comcastcares,"@139064 Great, I am happy to hear it is working again. We are here 24/7 if you need any further help. Have a great day. -Jules",We are back up- thanks 👍🏻,"Great, I am happy to hear it is working again. We are here 24/7 if you need any further help. Have a great day. -Jules","We are back up- thanks 👍🏻 | Great, I am happy to hear it is working again. We are here 24/7 if you need any further help. Have a great day. -Jules"
139064,@comcastcares Do you guys have an estimated time that internet will be repaired in zip code 29445?,comcastcares,"@139064 Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules",Do you guys have an estimated time that internet will be repaired in zip code 29445?,"Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules","Do you guys have an estimated time that internet will be repaired in zip code 29445? | Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules"
139065,"@ComcastCares
#mobile_Care getting really tired of the outages EVERY SINGLE DAY!!!",comcastcares,"@139065 Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules",getting really tired of the outages EVERY SINGLE DAY!!!,"Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules","getting really tired of the outages EVERY SINGLE DAY!!! | Hi, I would love to help. Please DM me the phone # associated with the account &amp; the service address. -Jules"
137455,"Hey @116136 why is my internet speed 21down\2up when I pay for 50down\5up in Oregon City, OR? @ComcastCares @115900 #comcast #speedtest",comcastcares,@137455 Please DM your account info for assistance. -Jules,"Hey why is my internet speed 21down\2up when I pay for 50down\5up in Oregon City, OR?",Please DM your account info for assistance. -Jules,"Hey why is my internet speed 21down\2up when I pay for 50down\5up in Oregon City, OR? | Please DM your account info for assistance. -Jules"
139066,Every decent company will tell you when your recurring payment has been declined and then there's @116136 @comcastcares They just sent me an email for two bills + late fee. Astounding that then can send email to tell you about bills but not that my card was declined,comcastcares,"@139066 I can look into your billing concern. I understand you may be having issues with your auto pay. Please send us a direct message with your full name, address, and phone number so I can look into the additional fees the occurred due to this issue. -ATM",Every decent company will tell you when your recurring payment has been declined and then there's They just sent me an email for two bills + late fee. Astounding that then can send email to tell you about bills but not that my card was declined,"I can look into your billing concern. I understand you may be having issues with your auto pay. Please send us a direct message with your full name, address, and phone number so I can look into the additional fees the occurred due to this issue. -ATM","Every decent company will tell you when your recurring payment has been declined and then there's They just sent me an email for two bills + late fee. Astounding that then can send email to tell you about bills but not that my card was declined | I can look into your billing concern. I understand you may be having issues with your auto pay. Please send us a direct message with your full name, address, and phone number so I can look into the additional fees the occurred due to this issue. -ATM"
139067,"@ComcastCares
#mobile_Care I just found out this morning there is no HD channels for CBS and ABC. Why is that? I searched HD channels guide and couldn’t find them. I restarted the set up box but with no avail. Show me how to restore HD for CBS and ABC.",comcastcares,@139067 I would be happy to help you with this. Please send a DM with your address and phone number so we can get started. - GW,I just found out this morning there is no HD channels for CBS and ABC. Why is that? I searched HD channels guide and couldn’t find them. I restarted the set up box but with no avail. Show me how to restore HD for CBS and ABC.,I would be happy to help you with this. Please send a DM with your address and phone number so we can get started. - GW,I just found out this morning there is no HD channels for CBS and ABC. Why is that? I searched HD channels guide and couldn’t find them. I restarted the set up box but with no avail. Show me how to restore HD for CBS and ABC. | I would be happy to help you with this. Please send a DM with your address and phone number so we can get started. - GW
139068,"@116136 @comcastcares what is ""leaking internet""? Why are the reps at your 844 # so rude?",comcastcares,@139068 Thanks for letting me know about your Comcast internet concern. Can you send a direct message when you get a chance so I can help you? -JB,"what is ""leaking internet""? Why are the reps at your 844 # so rude?",Thanks for letting me know about your Comcast internet concern. Can you send a direct message when you get a chance so I can help you? -JB,"what is ""leaking internet""? Why are the reps at your 844 # so rude? | Thanks for letting me know about your Comcast internet concern. Can you send a direct message when you get a chance so I can help you? -JB"
139069,@comcastcares The situation isn’t resolved? I still can’t watch the damn show because your service sucks ass,comcastcares,@139069 I apologize for misunderstanding the scenario. Please send a direct message so I can take a closer look at your XFINITY cable and your On Demand service. -JB,The situation isn’t resolved? I still can’t watch the damn show because your service sucks ass,I apologize for misunderstanding the scenario. Please send a direct message so I can take a closer look at your XFINITY cable and your On Demand service. -JB,The situation isn’t resolved? I still can’t watch the damn show because your service sucks ass | I apologize for misunderstanding the scenario. Please send a direct message so I can take a closer look at your XFINITY cable and your On Demand service. -JB
139069,@comcastcares oh nvm i guess its just in the show on the on demand part. it just stays at 12 seconds and doesnt go away so i guess i cant watch the show GEE THANKS COMCAST,comcastcares,"@139069 Hello, thanks for reaching out to us on Twitter. I am glad the situation is resolved. If there is anything else I can help with please let me know. -JB",oh nvm i guess its just in the show on the on demand part. it just stays at 12 seconds and doesnt go away so i guess i cant watch the show GEE THANKS COMCAST,"Hello, thanks for reaching out to us on Twitter. I am glad the situation is resolved. If there is anything else I can help with please let me know. -JB","oh nvm i guess its just in the show on the on demand part. it just stays at 12 seconds and doesnt go away so i guess i cant watch the show GEE THANKS COMCAST | Hello, thanks for reaching out to us on Twitter. I am glad the situation is resolved. If there is anything else I can help with please let me know. -JB"
139070,@115900 um we have a problem,comcastcares,"@139070 I am sorry to hear about this! Please send me a DM with your account number, address, and full name. I will be happy to help you with anything you need. Thanks!  - RO",um we have a problem,"I am sorry to hear about this! Please send me a DM with your account number, address, and full name. I will be happy to help you with anything you need. Thanks! - RO","um we have a problem | I am sorry to hear about this! Please send me a DM with your account number, address, and full name. I will be happy to help you with anything you need. Thanks! - RO"
139071,@116136 @115900 I WILL KEEP POSTING UNTIL YOU RESPOND BITCHES!!,comcastcares,"@139071 Hello, I apologize for your experience with us. Would you mind sending me a DM with more information regarding your issue? -JW",I WILL KEEP POSTING UNTIL YOU RESPOND BITCHES!!,"Hello, I apologize for your experience with us. Would you mind sending me a DM with more information regarding your issue? -JW","I WILL KEEP POSTING UNTIL YOU RESPOND BITCHES!! | Hello, I apologize for your experience with us. Would you mind sending me a DM with more information regarding your issue? -JW"
139072,@comcastcares I’ve already emailed the same guy I’ve emailed every month for the past three months.,comcastcares,@139072 I can try to help instead if you would like.  - QS,I’ve already emailed the same guy I’ve emailed every month for the past three months.,I can try to help instead if you would like. - QS,I’ve already emailed the same guy I’ve emailed every month for the past three months. | I can try to help instead if you would like. - QS
139072,"@116136 Ha! Except for your billing practices. I don’t know how many times I have been told I can’t alter your incorrect bill, you need to pay it and we’ll fix it next month....4 months later.",comcastcares,@139072 Thank you for reaching out to us about billing. I would be happy to look into this. Please provide by DM the full address and account number and name associated with your account. Thanks. - QS,"Ha! Except for your billing practices. I don’t know how many times I have been told I can’t alter your incorrect bill, you need to pay it and we’ll fix it next month....4 months later.",Thank you for reaching out to us about billing. I would be happy to look into this. Please provide by DM the full address and account number and name associated with your account. Thanks. - QS,"Ha! Except for your billing practices. I don’t know how many times I have been told I can’t alter your incorrect bill, you need to pay it and we’ll fix it next month....4 months later. | Thank you for reaching out to us about billing. I would be happy to look into this. Please provide by DM the full address and account number and name associated with your account. Thanks. - QS"
139073,@comcastcares 3 hours of back and forth with customer support. Multiple hang ups. Transferring me to wrong departments. Problem still not fixed. Tier one sends me to tier 2 who sends me to tier 1. smh.,comcastcares,@139073 I can look into your service issue. Can you DM the phone number on your account? -VG,3 hours of back and forth with customer support. Multiple hang ups. Transferring me to wrong departments. Problem still not fixed. Tier one sends me to tier 2 who sends me to tier 1. smh.,I can look into your service issue. Can you DM the phone number on your account? -VG,3 hours of back and forth with customer support. Multiple hang ups. Transferring me to wrong departments. Problem still not fixed. Tier one sends me to tier 2 who sends me to tier 1. smh. | I can look into your service issue. Can you DM the phone number on your account? -VG
139073,"Per usual, @115900 hangs up on me after putting me on hold. Happens 100% of the time when I call them. #customerservice",comcastcares,"@139073 Hello, Ryan, I apologize for your experience with us. Is there anything I can assist you with at this time? -JW","Per usual, hangs up on me after putting me on hold. Happens 100% of the time when I call them.","Hello, Ryan, I apologize for your experience with us. Is there anything I can assist you with at this time? -JW","Per usual, hangs up on me after putting me on hold. Happens 100% of the time when I call them. | Hello, Ryan, I apologize for your experience with us. Is there anything I can assist you with at this time? -JW"
139074,@115990 We need fios! Please hurry to our area. No options but Comcast 😭,comcastcares,"@139074 Hey, Sarah. I'd like to explore internet options with you here. Long holding times are never ideal and I'd love to help turn this experience around. Send a DM with your account information to continue with help. -SG",We need fios! Please hurry to our area. No options but Comcast 😭,"Hey, Sarah. I'd like to explore internet options with you here. Long holding times are never ideal and I'd love to help turn this experience around. Send a DM with your account information to continue with help. -SG","We need fios! Please hurry to our area. No options but Comcast 😭 | Hey, Sarah. I'd like to explore internet options with you here. Long holding times are never ideal and I'd love to help turn this experience around. Send a DM with your account information to continue with help. -SG"
